,flags,utterance,category,intent,response
11431,BIMLZ,"['possible', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11432,BZ,"['tell', 'gt', 'invoice']",INVOICES,get_invoice,response for get_invoice
11433,BIL,"['tell', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11434,BMLQ,"['want', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11435,BSLQ,"['wanna', 'request', 'information', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11436,BSLQ,"['want', 'get', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11437,BLW,"['want', 'download', 'fucking', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11438,BLQZ,"['want', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11439,BIL,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11440,BIPMLEQ,"['would', 'like', 'obtain', 'invoice', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11441,BML,"['get', 'bill']",INVOICES,get_invoice,response for get_invoice
11442,BIL,"['see', 'bill']",INVOICES,get_invoice,response for get_invoice
11443,BSL,"['tell', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11444,BILQ,"['want', 'obtain', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11445,BMLQ,"['want', 'see', 'invoice', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11446,BILDZ,"['youy', 'ask', 'agent', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11447,BMSLQ,"['wanna', 'ask', 'information', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11448,BMLQ,"['want', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11449,BIL,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11450,BILQD,"['u', 'ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11451,BSL,"['want', 'information', 'seeing', 'invoice']",INVOICES,get_invoice,response for get_invoice
11452,BLZ,"['want', 'know', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11453,BMLQ,"['want', 'get', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11454,BPLQ,"['id', 'like', 'download', 'bill', 'show', 'information', 'please']",INVOICES,get_invoice,response for get_invoice
11455,BILQD,"['u', 'ask', 'agent', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11456,BIMLQ,"['wanna', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11457,BLQ,"['want', 'get', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11458,B,"['want', 'know', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11459,BILQD,"['u', 'ask', 'agent', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11460,BPSLZ,"['want', 'ask', 'informatrion', 'seeing', 'ill', 'please']",INVOICES,get_invoice,response for get_invoice
11461,BISLQ,"['information', 'u', 'tell', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11462,BLQ,"['wanna', 'know', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11463,BPMLQ,"['wanna', 'know', 'request', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11464,BSLQD,"['ask', 'agent', 'information', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11465,BLQ,"['wanna', 'know', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11466,B,"['send', 'invoice']",INVOICES,get_invoice,response for get_invoice
11467,BIML,"['download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11468,BIL,"['see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11469,BMSL,"['information', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11470,BMSL,"['want', 'request', 'information', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11471,BLQ,"['wanna', 'request', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11472,BILZ,"['acn', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11473,BMLQ,"['want', 'see', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11474,BMSLQ,"['want', 'request', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11475,BIML,"['obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11476,BI,"['tell', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11477,BLZ,"['download', 'inmvoice']",INVOICES,get_invoice,response for get_invoice
11478,BLQ,"['want', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11479,BIPMLW,"[""i'd"", 'like', 'download', 'fucking', 'bill', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11480,BL,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11481,BIML,"['obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11482,BLQ,"['wanna', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11483,BML,"['help', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11484,BL,"['obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11485,BL,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11486,BIPLQDW,"['could', 'u', 'ask', 'agent', 'obtain', 'fucking', 'invoice']",INVOICES,get_invoice,response for get_invoice
11487,BLQ,"['want', 'get', 'bill', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11488,BS,"['information', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11489,BMSLQ,"['need', 'information', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11490,BMSLZ,"['information', 'getting', 'bils']",INVOICES,get_invoice,response for get_invoice
11491,BLQZ,"['wanna', 'know', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11492,BIPLD,"['could', 'ask', 'agent', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11493,BSLQZ,"['want', 'request', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11494,BIMSL,"['tell', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11495,BIPML,"['want', 'request', 'bill', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11496,BM,"['send', 'invoice']",INVOICES,get_invoice,response for get_invoice
11497,BL,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11498,BMSLZ,"['informatrion', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11499,BLQD,"['ask', 'agent', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11500,BLQ,"['want', 'obtain', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11501,BIMSL,"['information', 'tell', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11502,BILQ,"['wanna', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11503,BMLDZ,"['ask', 'agent', 'download', 'iblls']",INVOICES,get_invoice,response for get_invoice
11504,BIPMLQD,"['please', 'u', 'ask', 'agent', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11505,BSLQ,"['want', 'get', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11506,BI,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11507,BSL,"['need', 'information', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11508,BLQ,"['wanna', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11509,BIPMLW,"['want', 'obtain', 'fucking', 'invoice', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11510,BIMLQ,"['wanna', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11511,BL,"['want', 'get', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11512,BPSLQZ,"['please', ""i'd"", 'like', 'get', 'information', 'downlpading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11513,BSL,"['information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11514,BMLQZ,"['wanna', 'know', 'hhow', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11515,BMLQ,"['tell', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11516,BL,"['want', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11517,BIL,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11518,BMLQ,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11519,BIPMLQDW,"['could', 'ask', 'agent', 'could', 'request', 'fucking', 'invoice']",INVOICES,get_invoice,response for get_invoice
11520,BILD,"['ask', 'agent', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11521,BMLQD,"['ask', 'agent', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11522,BLQ,"['want', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11523,BL,"['obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11524,BIL,"['possible', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11525,BML,"['tell', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11526,BIML,"['possible', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11527,BML,"['want', 'know', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11528,BIMLZ,"['request', 'nivoices']",INVOICES,get_invoice,response for get_invoice
11529,BSLQ,"['want', 'get', 'information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11530,BMLQ,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11531,B,"['help', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11532,BIMLQ,"['want', 'download', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11533,BSLQ,"['need', 'help', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11534,BL,"['want', 'get', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11535,BISLZ,"['information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11536,BL,"['request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11537,BLQ,"['want', 'know', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11538,BMS,"['information', 'getting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11539,BMLQ,"['wanna', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11540,B,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11541,BIQ,"['wanna', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11542,BMSL,"['want', 'information', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11543,BLQW,"['tell', 'get', 'fucking', 'bill']",INVOICES,get_invoice,response for get_invoice
11544,BL,"['help', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11545,BML,"['help', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11546,BL,"['help', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11547,BPMSLQ,"['please', 'wanna', 'get', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11548,BL,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11549,BI,"['tell', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11550,BIML,"['possible', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11551,BILQD,"['u', 'ask', 'agent', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11552,BISLQ,"['information', 'u', 'tell', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11553,BMSL,"['tell', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11554,BLQ,"['want', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11555,BML,"['tell', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11556,BSLQ,"['wanna', 'get', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11557,BMLQ,"['wanna', 'get', 'invoice', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11558,BMLQ,"['want', 'know', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11559,BIPSLQD,"['mind', 'asking', 'agent', 'could', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11560,BPMLQD,"['ask', 'agent', 'could', 'see', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11561,BLQ,"['wanna', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11562,BIL,"['tell', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11563,BMSLQZ,"['wantto', 'get', 'information', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11564,BML,"['see', 'bill']",INVOICES,get_invoice,response for get_invoice
11565,BILQ,"['tell', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11566,BMLQ,"['wanna', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11567,BIML,"['see', 'bill']",INVOICES,get_invoice,response for get_invoice
11568,BMSLQ,"['want', 'know', 'something', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11569,BIL,"['get', 'bill']",INVOICES,get_invoice,response for get_invoice
11570,BLQ,"['want', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11571,BLQ,"['wanna', 'know', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11572,BIL,"['want', 'obtain', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11573,BIL,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11574,BMSLQ,"['want', 'information', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11575,BL,"['want', 'request', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11576,BIMSL,"['tell', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11577,BMSLQ,"['need', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11578,BIMSLQD,"['u', 'ask', 'agent', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11579,BL,"['want', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11580,BL,"['help', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11581,BMSL,"['want', 'request', 'information', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11582,BML,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11583,BISLQD,"['u', 'ask', 'agent', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11584,BIL,"['download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11585,BILQ,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11586,BIPLQD,"['u', 'ask', 'agent', 'could', 'obtain', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11587,BML,"['want', 'know', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11588,BL,"['want', 'download', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11589,BQ,"['want', 'know', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11590,BILQ,"['wanna', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11591,BIL,"['want', 'obtain', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11592,BPMLWZ,"[""i'd"", 'like', 'download', 'fucking', 'bill', 'give', 'information', 'please']",INVOICES,get_invoice,response for get_invoice
11593,BQ,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11594,BSL,"['need', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11595,BILQ,"['wanna', 'request', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11596,BMSL,"['tell', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11597,BL,"['want', 'know', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11598,BMSLQ,"['want', 'request', 'information', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11599,BLZ,"['want', 'obtain', 'invoice', 'show', 'infrmation']",INVOICES,get_invoice,response for get_invoice
11600,BMSL,"['want', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11601,BIPLQD,"['could', 'u', 'ask', 'agent', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11602,BILZ,"['obtain', 'sn', 'invoice']",INVOICES,get_invoice,response for get_invoice
11603,BILQ,"['want', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11604,BIL,"['want', 'see', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11605,BSL,"['need', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11606,BMSL,"['tell', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11607,BMLQD,"['ask', 'agent', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11608,BMSL,"['want', 'ask', 'information', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11609,BIMLQ,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11610,BIPML,"['please', 'could', 'tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11611,BLQ,"['wanna', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11612,BLQ,"['want', 'know', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11613,BIMSLQD,"['u', 'ask', 'agent', 'information', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11614,BML,"['tell', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11615,BSL,"['want', 'get', 'information', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11616,BLZ,"['tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11617,BPLQD,"['please', 'ask', 'agent', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11618,BILQ,"['wanna', 'see', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11619,BL,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11620,BMLZ,"['want', 'ot', 'download', 'invoice', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11621,BPSLQZ,"['please', 'want', 'request', 'information', 'downloadingan', 'invoice']",INVOICES,get_invoice,response for get_invoice
11622,BML,"['download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11623,BILQDZ,"['u', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11624,BSL,"['want', 'know', 'something', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11625,BML,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11626,BIML,"['possible', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11627,BSLQ,"['need', 'help', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11628,B,"['get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11629,BIL,"['want', 'download', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11630,BSL,"['want', 'get', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11631,BML,"['tell', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11632,BIMLZ,"['see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11633,BILQ,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11634,BIMSL,"['information', 'tell', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11635,BSLQ,"['need', 'help', 'downloading', 'bill']",INVOICES,get_invoice,response for get_invoice
11636,BMSL,"['need', 'information', 'requesting', 'bill']",INVOICES,get_invoice,response for get_invoice
11637,BISLZ,"['information', 'tell', 'obtaining', 'nivoice']",INVOICES,get_invoice,response for get_invoice
11638,BILQDZ,"['u', 'ask', 'agent', 'ese', 'aninvoice']",INVOICES,get_invoice,response for get_invoice
11639,BILQ,"['wanna', 'get', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11640,BIL,"['request', 'bill']",INVOICES,get_invoice,response for get_invoice
11641,BMSLQ,"['want', 'get', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11642,BMLQ,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11643,BIMSLZ,"['information', 'obtaining', 'someinvoices']",INVOICES,get_invoice,response for get_invoice
11644,BL,"['request', 'bill']",INVOICES,get_invoice,response for get_invoice
11645,BMSLQ,"['want', 'get', 'information', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11646,BMLQZ,"['want', 'see', 'nivoices', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11647,BMSLZ,"['want', 'informatiopn', 'getting', 'bils']",INVOICES,get_invoice,response for get_invoice
11648,BL,"['want', 'obtain', 'bill', 'give', 'information']",INVOICES,get_invoice,response for get_invoice
11649,BIPMSD,"['could', 'ask', 'agent', 'information', 'getting', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11650,BSLQZ,"['want', 'request', 'informatoin', 'obtaining', 'invoice']",INVOICES,get_invoice,response for get_invoice
11651,BIPLQZ,"['want', 'obtain', 'invoice', 'could', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11652,BIL,"['tell', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11653,BMLQ,"['wanna', 'download', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11654,BIL,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11655,BIL,"['request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11656,BIMLQDZ,"['u', 'ask', 'gaent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11657,BILQZ,"['want', 'request', 'invoice', 'tel']",INVOICES,get_invoice,response for get_invoice
11658,BIMLQD,"['ask', 'agent', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11659,BMSL,"['need', 'help', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11660,BML,"['want', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11661,BPLEQW,"['would', 'like', 'download', 'fucking', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11662,BLZ,"['tel', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11663,BSLQZ,"['wanna', 'know', 'something', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11664,BIP,"['could', 'tell', 'could', 'get', 'invoice', 'please']",INVOICES,get_invoice,response for get_invoice
11665,BL,"['want', 'download', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11666,BIQZ,"['wanna', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11667,BL,"['tell', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11668,BSL,"['want', 'information', 'obtaining', 'bill']",INVOICES,get_invoice,response for get_invoice
11669,BIMLQ,"['tell', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11670,BIL,"['download', 'bill']",INVOICES,get_invoice,response for get_invoice
11671,BILZ,"['tell', 'cqn', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11672,BLQ,"['want', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11673,BIMSLQDZ,"['u', 'ask', 'agent', 'information', 'getting', 'bill']",INVOICES,get_invoice,response for get_invoice
11674,BIPLQW,"['id', 'like', 'get', 'fucking', 'bill', 'tell', 'please']",INVOICES,get_invoice,response for get_invoice
11675,BIMLZ,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11676,BIL,"['possible', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11677,BMLQD,"['ask', 'agent', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11678,BSLQ,"['want', 'ask', 'information', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11679,BIMSL,"['information', 'tell', 'seeing', 'bill']",INVOICES,get_invoice,response for get_invoice
11680,BL,"['tell', 'request', 'bill']",INVOICES,get_invoice,response for get_invoice
11681,BMLQZ,"['want', 'download', 'somed', 'bill', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11682,BLQZ,"['want', 'know', 'cfan', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11683,BIMLZ,"['tell', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11684,BIL,"['tell', 'get', 'bill']",INVOICES,get_invoice,response for get_invoice
11685,BIML,"['get', 'bill']",INVOICES,get_invoice,response for get_invoice
11686,BISL,"['tell', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11687,BL,"['see', 'bill']",INVOICES,get_invoice,response for get_invoice
11688,BM,"['want', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11689,BIML,"['tell', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11690,BMSLQ,"['want', 'get', 'information', 'requesting', 'invoice']",INVOICES,get_invoice,response for get_invoice
11691,BIQZ,"['wanna', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11692,BIML,"['want', 'obtain', 'bill', 'tell']",INVOICES,get_invoice,response for get_invoice
11693,BIMLQD,"['u', 'ask', 'agent', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11694,BILQD,"['u', 'ask', 'agent', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11695,BIMSL,"['tell', 'downloading', 'invoice']",INVOICES,get_invoice,response for get_invoice
11696,BI,"['get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11697,BMLZ,"['obtainsome', 'bill']",INVOICES,get_invoice,response for get_invoice
11698,BL,"['want', 'know', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11699,BMLQ,"['tell', 'obtain', 'bill']",INVOICES,get_invoice,response for get_invoice
11700,BPMLQDW,"['please', 'ask', 'agent', 'request', 'fucking', 'invoice']",INVOICES,get_invoice,response for get_invoice
11701,BIPMD,"['could', 'ask', 'agent', 'get', 'invoice']",INVOICES,get_invoice,response for get_invoice
11702,BIML,"['see', 'bill']",INVOICES,get_invoice,response for get_invoice
11703,BML,"['want', 'download', 'invoice', 'show', 'information']",INVOICES,get_invoice,response for get_invoice
11704,BL,"['tell', 'request', 'invoice']",INVOICES,get_invoice,response for get_invoice
11705,BIPLDW,"['could', 'ask', 'agent', 'request', 'fucking', 'bill']",INVOICES,get_invoice,response for get_invoice
11706,BL,"['want', 'know', 'see', 'invoice']",INVOICES,get_invoice,response for get_invoice
11707,BL,"['want', 'know', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11708,BIPMSLW,"['information', 'could', 'tell', 'obtaining', 'fucking', 'bill']",INVOICES,get_invoice,response for get_invoice
11709,BIPLQD,"['could', 'u', 'ask', 'agent', 'could', 'see', 'bill']",INVOICES,get_invoice,response for get_invoice
11710,BMLQD,"['ask', 'agent', 'download', 'bill']",INVOICES,get_invoice,response for get_invoice
11711,BLQZ,"['wanna', 'obtain', 'bill', 'sho', 'information']",INVOICES,get_invoice,response for get_invoice
11712,BIML,"['want', 'request', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11713,BML,"['want', 'know', 'obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
11714,BMQ,"['wanna', 'get', 'invoice', 'tell']",INVOICES,get_invoice,response for get_invoice
11715,BIPLQ,"['wanna', 'download', 'invoice', 'could', 'tell']",INVOICES,get_invoice,response for get_invoice
11716,BLQ,"['wanna', 'download', 'invoice']",INVOICES,get_invoice,response for get_invoice
11717,BIML,"['obtain', 'invoice']",INVOICES,get_invoice,response for get_invoice
